Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
Time|         N|       LIR|     Table|       ST4|       ST3|       ST5|ST1 (flow T)|ST1 (flow H)|       SO1|       SO2|       SP5|       SP1|       SP4|       SP3|       SF1|       SP2|       SP8|      SP15|
22:05:39|       817|   -259385|  -4.56407|       0.0|      25.0|     140.2|     39.00|      4.28|      0.10|      0.97|      8.10|    0.3344|    1.0036|    0.0041|     900.7|   -0.0372|    0.0258|       0.1|
22:06:10|       818|   -259414|  -4.56458|       0.0|      25.0|     139.9|     39.00|      4.28|      0.10|      0.99|      7.90|    0.4294|    1.0023|    0.0003|     895.7|   -0.0312|    0.0209|       0.1|
22:06:42|       819|   -259446|  -4.56514|       0.0|      25.0|     140.6|     39.00|      4.28|      0.10|      0.97|      8.20|    0.6327|    1.0046|    0.0061|     900.1|   -0.0372|    0.0277|       0.1|
22:07:13|       820|   -259476|  -4.56567|       0.0|      25.0|     140.6|     39.00|      4.28|      0.10|      0.94|      8.20|    0.6304|    1.0044|    0.0058|     894.0|   -0.0370|    0.0273|       0.1|
22:07:44|       821|   -259506|   -4.5662|       0.0|      25.0|     140.2|     39.00|      4.28|      0.10|      0.94|      8.20|    0.6297|    1.0044|    0.0054|     899.2|   -0.0370|    0.0269|       0.1|
22:08:17|       822|   -259536|  -4.56672|       0.0|      25.0|     140.3|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6299|    1.0044|    0.0052|     897.2|   -0.0372|    0.0267|       0.1|
22:08:48|       823|   -259566|  -4.56725|       0.0|      25.0|     140.5|     39.00|      4.21|      0.10|      0.98|      8.20|    0.6295|    1.0044|    0.0056|     902.4|   -0.0372|    0.0271|       0.1|
22:09:20|       824|   -259596|  -4.56778|       0.0|      25.0|     140.2|     39.00|      4.21|      0.10|      0.97|      8.20|    0.6295|    1.0042|    0.0054|     902.7|   -0.0374|    0.0271|       0.1|
22:09:52|       825|   -259626|  -4.56831|       0.0|      25.0|     140.2|     39.00|      4.21|      0.10|      0.97|      8.20|    0.6295|    1.0044|    0.0054|     897.5|   -0.0372|    0.0271|       0.1|
22:10:23|       826|   -259655|  -4.56882|       0.0|      25.0|     140.1|     39.00|      4.21|      0.10|      0.97|      8.20|    0.6295|    1.0044|    0.0054|     898.4|   -0.0372|    0.0269|       0.1|
22:10:55|       827|   -259685|  -4.56934|       0.0|      25.0|     140.1|     39.00|      4.21|      0.10|      0.97|      8.20|    0.6297|    1.0044|    0.0052|     902.8|   -0.0372|    0.0271|       0.1|
22:11:26|       828|   -259716|  -4.56989|       0.0|      25.0|     140.2|     39.00|      4.21|      0.10|      0.98|      8.20|    0.6295|    1.0044|    0.0056|     901.4|   -0.0372|    0.0273|       0.1|
22:11:57|       829|   -259746|  -4.57042|       0.0|      25.0|     140.3|     39.00|      4.21|      0.10|      0.97|      8.20|    0.6295|    1.0044|    0.0054|     898.8|   -0.0372|    0.0271|       0.1|
22:12:29|       830|   -259776|  -4.57095|       0.0|      25.0|     140.3|     39.00|      4.21|      0.10|      0.97|      8.20|    0.6295|    1.0044|    0.0050|     899.7|   -0.0370|    0.0265|       0.1|
22:13:01|       831|   -259805|  -4.57146|       0.0|      25.0|     140.3|     39.00|      4.23|      0.10|      0.97|      8.20|    0.6295|    1.0044|    0.0052|     901.9|   -0.0370|    0.0271|       0.1|
22:13:32|       832|   -259836|    -4.572|       0.0|      25.0|     140.1|     39.00|      4.23|      0.10|      0.97|      8.20|    0.6295|    1.0042|    0.0054|     902.0|   -0.0372|    0.0269|       0.1|
22:14:04|       833|   -259865|  -4.57251|       0.0|      25.0|     140.1|     39.00|      4.23|      0.10|      0.96|      8.20|    0.6295|    1.0042|    0.0050|     899.3|   -0.0370|    0.0265|       0.1|
22:14:36|       834|   -259895|  -4.57304|       0.0|      25.0|     140.5|     39.00|      4.23|      0.10|      0.97|      8.20|    0.6295|    1.0042|    0.0054|     899.6|   -0.0370|    0.0269|       0.1|
22:15:07|       835|   -259925|  -4.57357|       0.0|      25.0|     140.0|     39.00|      4.23|      0.10|      0.97|      8.20|    0.6295|    1.0042|    0.0050|     897.3|   -0.0372|    0.0265|       0.1|
22:15:39|       836|   -259956|  -4.57411|       0.0|      25.0|     139.9|     39.00|      4.23|      0.10|      0.97|      8.20|    0.6295|    1.0042|    0.0052|     895.8|   -0.0368|    0.0267|       0.1|
22:16:11|       837|   -259986|  -4.57464|       0.0|      25.0|     140.3|     39.00|      4.23|      0.10|      0.96|      8.20|    0.6297|    1.0042|    0.0054|     904.5|   -0.0372|    0.0269|       0.1|
22:16:43|       838|   -260015|  -4.57515|       0.0|      25.0|     140.3|     39.00|      4.23|      0.10|      0.96|      8.20|    0.6295|    1.0044|    0.0054|     900.0|   -0.0370|    0.0269|       0.1|
22:17:14|       839|   -260046|   -4.5757|       0.0|      25.0|     140.2|     39.00|      4.23|      0.10|      0.97|      8.20|    0.6297|    1.0042|    0.0052|     903.2|   -0.0370|    0.0269|       0.1|
22:17:45|       840|   -260075|  -4.57621|       0.0|      25.0|     140.4|     39.00|      4.23|      0.10|      0.96|      8.20|    0.6297|    1.0042|    0.0052|     896.9|   -0.0374|    0.0267|       0.1|
22:18:17|       841|   -260106|  -4.57675|       0.0|      25.0|     140.2|     39.00|      4.23|      0.10|      0.96|      8.20|    0.6297|    1.0042|    0.0054|     902.1|   -0.0372|    0.0269|       0.1|
22:18:48|       842|   -260135|  -4.57726|       0.0|      25.0|     140.5|     39.00|      4.23|      0.10|      0.96|      8.20|    0.6297|    1.0042|    0.0052|     898.5|   -0.0374|    0.0267|       0.1|
22:19:20|       843|   -260166|  -4.57781|       0.0|      25.0|     140.2|     39.00|      4.23|      0.10|      0.96|      8.20|    0.6297|    1.0042|    0.0050|     905.1|   -0.0374|    0.0269|       0.1|
22:19:52|       844|   -260196|  -4.57834|       0.0|      25.0|     140.2|     39.00|      4.23|      0.10|      0.96|      8.20|    0.6297|    1.0042|    0.0050|     898.3|   -0.0372|    0.0265|       0.1|
22:20:23|       845|   -260226|  -4.57886|       0.0|      25.0|     140.4|     39.00|      4.23|      0.10|      0.96|      8.20|    0.6299|    1.0042|    0.0050|     902.8|   -0.0372|    0.0269|       0.1|
22:20:55|       846|   -260256|  -4.57939|       0.0|      25.0|     140.3|     39.00|      4.23|      0.10|      0.96|      8.20|    0.6297|    1.0044|    0.0054|     896.7|   -0.0374|    0.0269|       0.1|
22:21:27|       847|   -260286|  -4.57992|       0.0|      25.0|     139.9|     39.10|      4.25|      0.10|      0.96|      8.20|    0.6299|    1.0042|    0.0052|     896.4|   -0.0372|    0.0267|       0.1|
22:21:59|       848|   -260315|  -4.58043|       0.0|      25.0|     140.4|     39.10|      4.25|      0.10|      0.96|      8.20|    0.6299|    1.0042|    0.0052|     904.1|   -0.0372|    0.0269|       0.1|
22:22:30|       849|   -260346|  -4.58098|       0.0|      25.0|     140.0|     39.10|      4.25|      0.10|      0.95|      8.20|    0.6299|    1.0042|    0.0048|     898.7|   -0.0372|    0.0265|       0.1|
22:23:02|       850|   -260376|   -4.5815|       0.0|      25.0|     140.5|     39.10|      4.25|      0.10|      0.96|      8.20|    0.6301|    1.0040|    0.0050|     901.0|   -0.0370|    0.0267|       0.1|
22:23:34|       851|   -260406|  -4.58203|       0.0|      25.0|     140.0|     39.10|      4.25|      0.10|      0.96|      8.20|    0.6299|    1.0042|    0.0052|     899.4|   -0.0372|    0.0269|       0.1|
22:24:06|       852|   -260436|  -4.58256|       0.0|      25.0|     140.3|     39.10|      4.25|      0.10|      0.96|      8.20|    0.6301|    1.0042|    0.0052|     897.5|   -0.0374|    0.0269|       0.1|
22:24:38|       853|   -260466|  -4.58309|       0.0|      25.0|     140.3|     39.10|      4.25|      0.10|      0.96|      8.20|    0.6299|    1.0042|    0.0052|     904.0|   -0.0370|    0.0267|       0.1|
22:25:09|       854|   -260496|  -4.58361|       0.0|      25.0|     140.1|     39.10|      4.25|      0.10|      0.95|      8.20|    0.6301|    1.0042|    0.0052|     898.8|   -0.0372|    0.0265|       0.1|
22:25:41|       855|   -260526|  -4.58414|       0.0|      25.0|     140.2|     39.10|      4.25|      0.10|      0.96|      8.20|    0.6301|    1.0042|    0.0048|     900.1|   -0.0372|    0.0265|       0.1|
22:26:12|       856|   -260555|  -4.58465|       0.0|      25.0|     140.4|     39.10|      4.25|      0.10|      0.95|      8.20|    0.6301|    1.0040|    0.0050|     901.0|   -0.0372|    0.0265|       0.1|
22:26:44|       857|   -260586|   -4.5852|       0.0|      25.0|     140.2|     39.10|      4.25|      0.10|      0.96|      8.20|    0.6304|    1.0040|    0.0052|     903.1|   -0.0372|    0.0267|       0.1|
22:27:15|       858|   -260616|  -4.58573|       0.0|      25.0|     140.5|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6301|    1.0040|    0.0050|     902.9|   -0.0374|    0.0267|       0.1|
22:27:47|       859|   -260646|  -4.58625|       0.0|      25.0|     140.2|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6301|    1.0042|    0.0048|     905.5|   -0.0374|    0.0267|       0.1|
22:28:19|       860|   -260676|  -4.58678|       0.0|      25.0|     140.3|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6301|    1.0042|    0.0052|     899.5|   -0.0372|    0.0267|       0.1|
22:28:50|       861|   -260706|  -4.58731|       0.0|      25.0|     140.2|     39.00|      4.28|      0.10|      0.96|      8.20|    0.6304|    1.0040|    0.0048|     900.4|   -0.0372|    0.0262|       0.1|
22:29:22|       862|   -260735|  -4.58782|       0.0|      25.0|     140.4|     39.00|      4.28|      0.10|      0.96|      8.20|    0.6304|    1.0040|    0.0048|     891.7|   -0.0372|    0.0262|       0.1|
22:29:54|       863|   -260766|  -4.58837|       0.0|      25.0|     140.5|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6304|    1.0042|    0.0052|     901.9|   -0.0374|    0.0267|       0.1|
22:30:26|       864|   -260795|  -4.58888|       0.0|      25.0|     140.4|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6304|    1.0042|    0.0048|     898.3|   -0.0372|    0.0262|       0.1|
22:30:57|       865|   -260825|   -4.5894|       0.0|      25.0|     140.4|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6306|    1.0040|    0.0050|     902.7|   -0.0374|    0.0267|       0.1|
22:31:29|       866|   -260856|  -4.58995|       0.0|      25.0|     140.3|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6304|    1.0040|    0.0050|     904.3|   -0.0374|    0.0267|       0.1|
22:32:01|       867|   -260885|  -4.59046|       0.0|      25.0|     140.3|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6308|    1.0042|    0.0050|     905.7|   -0.0374|    0.0269|       0.1|
22:32:33|       868|   -260915|  -4.59099|       0.0|      25.0|     140.5|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6306|    1.0038|    0.0048|     901.6|   -0.0376|    0.0265|       0.1|
22:33:04|       869|   -260946|  -4.59153|       0.0|      25.0|     140.5|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6306|    1.0040|    0.0046|     896.5|   -0.0376|    0.0262|       0.1|
22:33:36|       870|   -260976|  -4.59206|       0.0|      25.0|     140.0|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6306|    1.0040|    0.0050|     899.5|   -0.0374|    0.0265|       0.1|
22:34:07|       871|   -261006|  -4.59259|       0.0|      25.0|     140.4|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6306|    1.0040|    0.0048|     901.4|   -0.0374|    0.0265|       0.1|
22:34:39|       872|   -261035|   -4.5931|       0.0|      25.0|     140.6|     39.00|      4.28|      0.10|      0.95|      8.20|    0.6306|    1.0038|    0.0048|     898.5|   -0.0368|    0.0262|       0.1|
22:35:11|       873|   -261065|  -4.59363|       0.0|      25.0|     140.9|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6308|    1.0040|    0.0050|     901.3|   -0.0374|    0.0265|       0.1|
22:35:43|       874|   -261096|  -4.59417|       0.0|      25.0|     140.4|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6308|    1.0040|    0.0048|     904.9|   -0.0372|    0.0265|       0.1|
22:36:15|       875|   -261126|   -4.5947|       0.0|      25.0|     140.6|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6308|    1.0040|    0.0046|     901.5|   -0.0376|    0.0262|       0.1|
22:36:46|       876|   -261156|  -4.59523|       0.0|      25.0|     140.3|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6308|    1.0040|    0.0048|     900.0|   -0.0374|    0.0262|       0.1|
22:37:18|       877|   -261186|  -4.59576|       0.0|      25.0|     139.8|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6308|    1.0040|    0.0048|     900.1|   -0.0372|    0.0265|       0.1|
22:37:49|       878|   -261215|  -4.59627|       0.0|      25.0|     140.1|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6308|    1.0038|    0.0048|     894.2|   -0.0374|    0.0260|       0.1|
22:38:20|       879|   -261245|  -4.59679|       0.0|      25.0|     140.4|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6310|    1.0040|    0.0046|     899.3|   -0.0374|    0.0260|       0.1|
22:38:52|       880|   -261275|  -4.59732|       0.0|      25.0|     140.4|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6308|    1.0040|    0.0050|     905.5|   -0.0374|    0.0265|       0.1|
22:39:23|       881|   -261306|  -4.59787|       0.0|      25.0|     140.3|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6310|    1.0038|    0.0046|     907.7|   -0.0378|    0.0262|       0.1|
22:39:56|       882|   -261334|  -4.59836|       0.0|      25.0|     140.5|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6310|    1.0038|    0.0046|     894.2|   -0.0374|    0.0258|       0.1|
22:40:28|       883|   -261365|  -4.59891|       0.0|      25.0|     140.3|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6310|    1.0038|    0.0048|     898.4|   -0.0374|    0.0262|       0.1|
22:40:59|       884|   -261396|  -4.59945|       0.0|      25.0|     140.0|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6310|    1.0040|    0.0048|     900.7|   -0.0372|    0.0262|       0.1|
22:41:31|       885|   -261426|  -4.59998|       0.0|      25.0|     140.2|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6310|    1.0040|    0.0046|     895.6|   -0.0374|    0.0262|       0.1|
22:42:03|       886|   -261456|  -4.60051|       0.0|      25.0|     140.2|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6310|    1.0038|    0.0048|     901.8|   -0.0381|    0.0265|       0.1|
22:42:35|       887|   -261485|  -4.60102|       0.0|      25.0|     140.4|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6312|    1.0040|    0.0048|     899.9|   -0.0374|    0.0262|       0.1|
22:43:06|       888|   -261516|  -4.60156|       0.0|      25.0|     140.1|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6312|    1.0038|    0.0046|     898.4|   -0.0376|    0.0262|       0.1|
22:43:38|       889|   -261546|  -4.60209|       0.0|      25.0|     140.2|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6312|    1.0040|    0.0048|     901.8|   -0.0374|    0.0265|       0.1|
22:44:10|       890|   -261576|  -4.60262|       0.0|      25.0|     140.2|     39.10|      4.30|      0.10|      0.95|      8.20|    0.6312|    1.0040|    0.0046|     904.6|   -0.0374|    0.0260|       0.1|
22:44:41|       891|   -261606|  -4.60315|       0.0|      25.0|     140.2|    125.00|      4.68|      0.10|      0.95|      8.20|    0.6314|    1.0038|    0.0046|     900.8|   -0.0372|    0.0262|       0.1|
22:45:13|       892|   -261635|  -4.60366|       0.0|      25.0|     140.1|    125.00|      4.68|      0.10|      0.95|      8.20|    0.6314|    1.0040|    0.0048|     903.1|   -0.0372|    0.0262|       0.1|
22:45:45|       893|   -261665|  -4.60418|       0.0|      25.0|     140.2|    125.00|      4.68|      0.10|      0.95|      8.20|    0.6314|    1.0038|    0.0046|     899.4|   -0.0376|    0.0262|       0.1|
22:46:16|       894|   -261696|  -4.60473|       0.0|      25.0|     140.2|    125.00|      4.68|      0.10|      0.95|      8.20|    0.6314|    1.0038|    0.0048|     899.6|   -0.0376|    0.0265|       0.1|
22:46:47|       895|   -261725|  -4.60524|       0.0|      25.0|     140.2|    125.00|      4.68|      0.10|      0.95|      8.20|    0.6314|    1.0040|    0.0046|     900.6|   -0.0378|    0.0265|       0.1|
22:47:20|       896|   -261756|  -4.60579|       0.0|      25.0|     140.4|    125.00|      4.68|      0.10|      0.95|      8.20|    0.6314|    1.0038|    0.0046|     906.3|   -0.0376|    0.0265|       0.1|
22:47:51|       897|   -261786|  -4.60631|       0.0|      25.0|     140.4|    125.00|      4.68|      0.10|      0.95|      8.20|    0.6316|    1.0040|    0.0046|     902.5|   -0.0372|    0.0262|       0.1|
22:48:23|       898|   -261816|  -4.60684|       0.0|      25.0|     140.4|    125.00|      4.68|      0.10|      0.95|      8.20|    0.6316|    1.0038|    0.0048|     896.5|   -0.0372|    0.0260|       0.1|
22:48:54|       899|   -261846|  -4.60737|       0.0|      25.0|     140.4|    125.00|      4.68|      0.10|      0.95|      8.20|    0.6316|    1.0038|    0.0046|     902.2|   -0.0376|    0.0265|       0.1|
22:49:25|       900|   -261875|  -4.60788|       0.0|      25.0|     140.4|    125.00|      4.68|      0.10|      0.95|      8.20|    0.6316|    1.0038|    0.0048|     900.1|   -0.0378|    0.0265|       0.1|
22:49:56|       901|   -261906|  -4.60843|       0.0|      25.0|     140.3|     39.10|      4.35|      0.10|      0.95|      8.20|    0.6316|    1.0038|    0.0046|     900.4|   -0.0372|    0.0258|       0.1|
22:50:28|       902|   -261936|  -4.60895|       0.0|      25.0|     140.3|    125.00|      4.32|      0.10|      0.95|      8.20|    0.6318|    1.0038|    0.0046|     902.5|   -0.0376|    0.0262|       0.1|
22:51:00|       903|   -261966|  -4.60948|       0.0|      25.0|     140.0|    125.00|      4.32|      0.10|      0.95|      8.20|    0.6318|    1.0040|    0.0048|     899.0|   -0.0374|    0.0262|       0.1|
22:51:31|       904|   -261995|  -4.60999|       0.0|      25.0|     140.3|    125.00|      4.32|      0.10|      0.95|      8.20|    0.6318|    1.0038|    0.0043|     901.1|   -0.0378|    0.0260|       0.1|
22:52:02|       905|   -262025|  -4.61052|       0.0|      25.0|     140.1|    125.00|      4.32|      0.10|      0.95|      8.20|    0.6318|    1.0038|    0.0046|     898.3|   -0.0374|    0.0260|       0.1|
22:52:34|       906|   -262055|  -4.61105|       0.0|      25.0|     140.2|    125.00|      4.32|      0.10|      0.95|      8.20|    0.6318|    1.0038|    0.0046|     903.1|   -0.0374|    0.0262|       0.1|
22:53:05|       907|   -262086|  -4.61159|       0.0|      25.0|     140.2|    125.00|      4.32|      0.10|      0.95|      8.20|    0.6318|    1.0036|    0.0046|     898.5|   -0.0374|    0.0258|       0.1|
22:53:37|       908|   -262116|  -4.61212|       0.0|      25.0|     140.2|    125.00|      4.32|      0.10|      0.95|      8.20|    0.6318|    1.0036|    0.0041|     901.8|   -0.0374|    0.0258|       0.1|
22:54:09|       909|   -262146|  -4.61265|       0.0|      25.0|     140.5|    125.00|      4.32|      0.10|      0.95|      8.20|    0.6318|    1.0036|    0.0043|     902.8|   -0.0376|    0.0262|       0.1|
22:54:40|       910|   -262175|  -4.61316|       0.0|      25.0|     140.1|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6321|    1.0038|    0.0046|     895.9|   -0.0372|    0.0258|       0.1|
22:55:11|       911|   -262205|  -4.61369|       0.0|      25.0|     140.2|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6321|    1.0038|    0.0043|     899.4|   -0.0374|    0.0258|       0.1|
22:55:43|       912|   -262236|  -4.61423|       0.0|      25.0|     140.1|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6321|    1.0038|    0.0041|     901.9|   -0.0376|    0.0258|       0.1|
22:56:15|       913|   -262266|  -4.61476|       0.0|      25.0|     140.1|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6321|    1.0038|    0.0043|     899.8|   -0.0372|    0.0256|       0.1|
22:56:46|       914|   -262293|  -4.61523|       0.0|      25.0|     139.9|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6321|    1.0038|    0.0043|     902.2|   -0.0376|    0.0260|       0.1|
22:57:18|       915|   -262325|   -4.6158|       0.0|      25.0|     140.3|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6321|    1.0036|    0.0041|     902.6|   -0.0376|    0.0258|       0.1|
22:57:49|       916|   -262356|  -4.61634|       0.0|      25.0|     140.4|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6321|    1.0038|    0.0043|     895.7|   -0.0372|    0.0258|       0.1|
22:58:21|       917|   -262386|  -4.61687|       0.0|      25.0|     140.3|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6321|    1.0038|    0.0039|     894.8|   -0.0374|    0.0256|       0.1|
22:58:51|       918|   -262416|   -4.6174|       0.0|      25.0|     139.8|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6321|    1.0038|    0.0043|     898.3|   -0.0372|    0.0258|       0.1|
22:59:21|       919|   -262446|  -4.61793|       0.0|      25.0|     140.2|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6323|    1.0036|    0.0041|     904.4|   -0.0381|    0.0258|       0.1|
22:59:52|       920|   -262476|  -4.61845|       0.0|      25.0|     139.9|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6323|    1.0036|    0.0043|     900.1|   -0.0376|    0.0258|       0.1|
23:00:22|       921|   -262505|  -4.61896|       0.0|      25.0|     140.0|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6323|    1.0038|    0.0043|     902.0|   -0.0374|    0.0260|       0.1|
23:00:52|       922|   -262536|  -4.61951|       0.0|      25.0|     140.0|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6323|    1.0036|    0.0039|     901.5|   -0.0374|    0.0256|       0.1|
23:01:22|       923|   -262566|  -4.62004|       0.0|      25.0|     140.0|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6323|    1.0038|    0.0043|     899.9|   -0.0374|    0.0258|       0.1|
23:01:52|       924|   -262596|  -4.62057|       0.0|      25.0|     140.1|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6323|    1.0036|    0.0043|     903.3|   -0.0376|    0.0260|       0.1|
23:02:22|       925|   -262625|  -4.62108|       0.0|      25.0|     139.8|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6325|    1.0038|    0.0043|     899.5|   -0.0374|    0.0258|       0.1|
23:02:53|       926|   -262656|  -4.62162|       0.0|      25.0|     140.2|    118.60|      4.36|      0.10|      0.94|      8.20|    0.6325|    1.0036|    0.0039|     900.7|   -0.0376|    0.0256|       0.1|
23:03:22|       927|   -262685|  -4.62213|       0.0|      25.0|     140.0|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6327|    1.0036|    0.0043|     899.4|   -0.0374|    0.0258|       0.1|
23:03:51|       928|   -262716|  -4.62268|       0.0|      25.0|     140.3|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6327|    1.0034|    0.0041|     899.1|   -0.0376|    0.0256|       0.1|
23:04:21|       929|   -262746|  -4.62321|       0.0|      25.0|     140.2|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6325|    1.0034|    0.0039|     906.3|   -0.0378|    0.0258|       0.1|
23:04:50|       930|   -262774|   -4.6237|       0.0|      25.0|     140.0|    118.60|      4.36|      0.10|      0.95|      8.20|    0.6325|    1.0036|    0.0043|     904.0|   -0.0374|    0.0258|       0.1|
23:05:21|       931|   -262805|  -4.62424|       0.0|      25.0|     139.9|     39.10|      4.40|      0.10|      0.95|      8.20|    0.6327|    1.0036|    0.0043|     898.3|   -0.0372|    0.0258|       0.1|
23:05:51|       932|   -262836|  -4.62479|       0.0|      25.0|     140.3|     36.00|      4.39|      0.10|      0.95|      8.20|    0.6327|    1.0038|    0.0046|     902.9|   -0.0376|    0.0262|       0.1|
23:06:20|       933|   -262865|   -4.6253|       0.0|      25.0|     140.2|     39.10|      4.40|      0.10|      0.95|      8.20|    0.6327|    1.0038|    0.0046|     896.1|   -0.0376|    0.0260|       0.1|
23:06:50|       934|   -262896|  -4.62584|       0.0|      25.0|     140.3|     39.10|      4.40|      0.10|      0.95|      8.20|    0.6327|    1.0038|    0.0043|     898.4|   -0.0374|    0.0258|       0.1|
23:07:20|       935|   -262926|  -4.62637|       0.0|      25.0|     140.1|     39.10|      4.40|      0.10|      0.95|      8.20|    0.6329|    1.0036|    0.0043|     901.7|   -0.0376|    0.0262|       0.1|
23:07:49|       936|   -262956|   -4.6269|       0.0|      25.0|     140.0|     39.10|      4.40|      0.10|      0.95|      8.20|    0.6329|    1.0038|    0.0043|     902.4|   -0.0374|    0.0258|       0.1|
23:08:20|       937|   -262985|  -4.62741|       0.0|      25.0|     140.2|     39.10|      4.40|      0.10|      0.95|      8.20|    0.6329|    1.0038|    0.0043|     899.6|   -0.0376|    0.0258|       0.1|
23:08:49|       938|   -263016|  -4.62796|       0.0|      25.0|     140.0|     39.10|      4.40|      0.10|      0.95|      8.20|    0.6329|    1.0038|    0.0043|     905.1|   -0.0376|    0.0260|       0.1|
23:09:19|       939|   -263045|  -4.62847|       0.0|      25.0|     140.3|     39.10|      4.40|      0.10|      0.95|      8.20|    0.6329|    1.0038|    0.0043|     898.0|   -0.0372|    0.0258|       0.1|
23:09:49|       940|   -263076|  -4.62901|       0.0|      25.0|     140.1|     39.10|      4.40|      0.10|      0.95|      8.20|    0.6329|    1.0036|    0.0043|     901.5|   -0.0378|    0.0260|       0.1|
23:10:18|       941|   -263105|  -4.62952|       0.0|      25.0|     140.3|     39.10|      4.40|      0.10|      0.95|      8.20|    0.6329|    1.0036|    0.0043|     901.4|   -0.0376|    0.0260|       0.1|
23:10:48|       942|   -263136|  -4.63007|       0.0|      25.0|     140.2|     39.10|      4.41|      0.10|      0.95|      8.20|    0.6331|    1.0038|    0.0046|     899.5|   -0.0376|    0.0260|       0.1|
23:11:18|       943|   -263166|   -4.6306|       0.0|      25.0|     140.0|     39.10|      4.41|      0.10|      0.95|      8.20|    0.6331|    1.0038|    0.0046|     898.2|   -0.0372|    0.0260|       0.1|
23:11:47|       944|   -263196|  -4.63112|       0.0|      25.0|     140.3|     39.10|      4.41|      0.10|      0.95|      8.20|    0.6331|    1.0038|    0.0046|     906.7|   -0.0376|    0.0260|       0.1|
23:12:17|       945|   -263226|  -4.63165|       0.0|      25.0|     140.3|     39.10|      4.41|      0.10|      0.95|      8.20|    0.6331|    1.0038|    0.0046|     897.7|   -0.0376|    0.0260|       0.1|
23:12:45|       946|   -263256|  -4.63218|       0.0|      25.0|     140.3|     39.10|      4.41|      0.10|      0.95|      8.20|    0.6331|    1.0036|    0.0041|     896.7|   -0.0374|    0.0258|       0.1|
23:13:15|       947|   -263286|  -4.63271|       0.0|      25.0|     140.2|     39.10|      4.41|      0.10|      0.95|      8.20|    0.6333|    1.0038|    0.0041|     905.4|   -0.0378|    0.0258|       0.1|
